ID,URL,Recipe Name,Ingredients,Instructions
1e8149c7,https://www.homesicktexan.com/orange-pecan-cinnamon-rolls/,Orange pecan cinnamon rolls,"['4ouncescream cheese, room temperature', '4tablespoonsbutter, room temperature', '1 1/2cupspowdered sugar, sifted', '2tablespoonsorange juice', '2teaspoonsorange zest', '1teaspoonvanilla extract', '1/4teaspoonkosher salt']","['Mix the yeast with the warm water and let it sit for 5 minutes. Stir in the zest, juice, sugar, salt, egg, butter, and 1 cup of the flour. Mix together until a lumpy batter is formed.', 'Slowly stir in the remaining flour until a soft, pliable dough is formed. Don’t worry if it’s sticky. Cover and let it rest for 15 minutes. After it’s rested, turn the dough out into a floured surface and knead for 5 minutes or until it’s smooth. Place the dough in a lightly greased bowl, cover, and let it rise until it’s doubled in size, about an hour and a half.', 'Grease two 9-inch round pans, two cast-iron skillets, as I sometimes use. (You can also use a 9×13 baking pan.) On a floured surface, roll out the risen dough into a large rectangle, about 14×9 inches, with the long side facing you. For the filling, mix together the sugar, cinnamon, and zest. Spread the butter on the dough right up to the edges, and then evenly sprinkle the cinnamon mixture and pecans over the butter.', 'Starting on one of the long sides, roll up the dough to the end and then pinch the ends to seal. Cut off 1-inch slices from the rolled dough, and then place sliced the rolls in the greased baking dishes. Cover and let them rise for an hour. About 15 minutes before they’re done with the second rise, preheat the oven to 375 °F.', 'Bake the rolls uncovered until the tops are golden brown, about 15 minutes. While the rolls are baking, make the frosting by creaming together the cream cheese, butter, and powdered sugar until smooth. Stir in the juice, zest, vanilla and salt. Spread the frosting onto the rolls while they are still warm.', 'Serve immediately. You can store them covered and refrigerated for a few days, though they are best eaten the day they are baked.']","[('cream cheese', 4.0, 'ounces'), ('butter', 4.0, 'tablespoons'), ('powdered sugar', 1.5, 'cups'), ('orange juice', 2.0, 'tablespoons'), ('orange zest', 2.0, 'teaspoons'), ('vanilla extract', 1.0, 'teaspoon'), ('kosher salt', 0.25, 'teaspoon')]"
82d8d74b,https://sweetkitchencravings.com/recipes/brown-butter-brioche-cinnamon-rolls/,Brown Butter Brioche Cinnamon Rolls,"['1 ½cups(350g) whole milk', '6Tablespoons(80g) unsalted butter', '4teaspoons(18g) instant yeast', '6cups(780g) all-purpose flour', '½cup(116g) granulated sugar', '1teaspoonsalt', '3largereggs,at room temperature']","['Brioche Dough:Add the milk and butter to a small saucepan and heat over low until the mixture reaches 90°F. Add the milk and butter to the bowl of a stand mixer fitted with a dough hook attachment. Add the yeast to the bowl and give it a quick stir.', 'Add the flour, sugar, and salt to the bowl. Mix on low speed and add in the eggs as the dough is coming together. Once the eggs are incorporated, scrape down the sides of the bowl. Mix on medium-low speed for about 5 minutes, or until the dough has pulled away from the sides of the bowl and is very smooth.', 'Form the dough into a ball and place it in a large bowl greased with cooking spray or oil. Cover with plastic wrap and allow it to rise in a warm spot until doubled in size, about 1 – 1 ½ hours.', 'Brown Butter Filling:In a medium pot, add the 1 cup + 4 tablespoons butter (for both the filling and the frosting) and melt over medium-low heat. Stirring constantly, brown the butter until it becomes foamy and a deep golden brown color. You’ll know it’s done when you see darker brown bits on the bottom and the butter has a nutty aroma.', 'As soon as the butter is browned, remove it from the heat. Set aside about 4 Tablespoons for the frosting. Add the remaining brown butter (which should be about 1 cup) to a bowl and combine it with the brown sugar and cinnamon to create a paste. Set aside.', 'Assembly:Line a baking sheet with parchment paper. Once the dough is ready, remove it from the bowl onto a lightly floured surface. Gently press out any air bubbles.', 'Roll out the dough with a rolling pin into a rectangle measuring approximately 15” x 19”. Spread the brown butter filling evenly across the dough, leaving a 1-inch border on each side. Roll up the dough into a log, rolling from the long side. Place the log so the seam side down. Using a serrated knife, trim and discard the edges then slice the log into 1 ½” size pieces. Place the pieces cut-side up onto the prepared baking sheet.', 'Loosely cover the buns with plastic wrap and allow them to rise in a warm spot until doubled in size, about 45 minutes to 1 hour.', 'Preheat oven to 350°F. Drizzle the heavy cream over the buns. Bake for 20-23 minutes or until golden brown. Allow to cool for about 15 minutes before frosting.', 'Brown Butter Cream Cheese Frosting:Beat the cream cheese with an electric mixer until smooth with no lumps remaining. Add the 4 Tablespoons of reserved brown butter, plus powdered sugar and vanilla and mix just until fully combined.', 'Once the cinnamon rolls are baked and have cooled slightly, slather the brown butter cream cheese frosting over each cinnamon roll. These are best enjoyed fresh and warm!']","[('whole milk', 350.0, 'g'), ('unsalted butter', 80.0, 'g'), ('instant yeast', 18.0, 'g'), ('all-purpose flour', 780.0, 'g'), ('granulated sugar', 116.0, 'g'), ('salt', none), ('eggs', 3.0, none)]"
00dafe24,https://www.cookingforkeeps.com/5-ingredient-brown-butter-cinnamon-rolls/,5-Ingredient Brown Butter Cinnamon Rolls,"['2 cans Crescent Dough Sheets (16 oz. total)', '6 tbsp. unsalted butter, divided', '1/4 cup + 1/8 cup sugar', '2 tsp. cinnamon', '1 cup powdered sugar', '1 tbsp. water', '1/4 tsp. coarse kosher salt']","['Preheat to 350 degrees. Grease a 9-inch round cake pan with non-stick cooking spray or butter.', 'Add 4 tablespoons butter to a small skillet. Heat to a medium-high heat. Once butter starts to melt and turn brown on the edges, swirl the pan. Continue to swirl the pan until the butter becomes a deep brown and smells very nutty. Remove from the heat and transfer to a bowl. Cool slightly.', 'Take each crescent out of the can, and place one above the other. Overlap slightly. Use your fingers to pinch the edges together. You should have a rectangle approzimately 11x14 inches. If you need to roll it out a bit, sprinkle with flour and slightly roll it out with a rolling pin or glass.', 'Add sugar and cinnamon to a bowl. Whisk to combine.', 'Pour melted brown butter over the crescent dough. Brush over the entire surface. Sprinkle with cinnamon sugar mixture. Starting at the bottom, roll the dough up jelly-roll style. Pinch edges closed. Use a sharp knife to the the dough into 12 even rolls. Place the rolls cut-side down in the prepared pan. Bake for 15-18 minutes until cooked through and brown.', 'While the rolls cook, brown the remaining 2 tablespoons butter. Add powdered sugar to a medium bowl, along with melted brown butter and water to the bowl. Use a whisk to combine the powdered sugar into the butter and water. If needed, add a little bit of water until the glaze is smooth. Whisk in salt.', 'When the rolls come out of the oven, let them cool for 2-3 minutes, then spread with glaze. Sprinkle with extra coarse salt if desired. (Highly recommend!)']","['(crescent dough sheets, 2.0, cans)', ('butter', 6.0, 'tbsp'), ('sugar', 0.375, 'cup'), ('cinnamon', 2.0, 'tsp'), ('powdered sugar', 1.0, 'cup'), ('water', 1.0, 'tbsp'), ('salt', 0.25, 'tsp')]"
23f5a857,https://www.fooddolls.com/cinnamon-rolls-with-nuts/,Baklava Cinnamon Rolls,"['▢3/4cupbrown sugarpacked', '▢1/2cuphoney', '▢3/4cupheavy cream', '▢5Tablespoonsunsalted butter', '▢3/4cupwalnutschopped', '▢1/2cuppistachioschopped', '▢2Tablespoonsgranulated sugar', '▢1/2teaspoonsground cinnamon', '▢2cans canned cinnamon rolls']","['Preheat the oven to 350 degrees Fahrenheit.', 'In a medium saucepan, combine the brown sugar, honey, cream, and butter. Bring the ingredients to a boil, and reduce the heat. Simmer uncovered for 5 minutes, and cool slightly.3/4 cup brown sugar,1/2 cup honey,3/4 cup heavy cream,5 Tablespoons unsalted butter', 'Meanwhile, in a small bowl, combine the walnuts, pistachios, granulated sugar, and cinnamon.3/4 cup walnuts,1/2 cup pistachios,2 Tablespoons granulated sugar,1/2 teaspoons ground cinnamon', 'Unroll the cinnamon rolls, and spoon the nut mixture over each roll. Roll the dough back up.2 cans canned cinnamon rolls', 'Grease a 9×9 baking dish, and spoon half the prepared syrup in the bottom. Place the cinnamon rolls on top. Drizzle the remaining syrup on top, and sprinkle the remaining nut mixture over the rolls.', 'Bake 40 minutes or until golden brown and fluffy. Let stand 5 minutes, and serve warm.', 'Store in the fridge for up to 1 week.']","[('brown sugar', 0.75, 'cup'),  ('honey', 0.5, 'cup'),  ('heavy cream', 0.75, 'cup'),  ('unsalted butter', 5.0, 'tablespoon'),  ('walnuts', 0.75, 'cup'),  ('pistachios', 0.5, 'cup'),  ('granulated sugar', 2.0, 'tablespoon'),  ('ground cinnamon', 0.5, 'teaspoon'),  ('canned cinnamon rolls', 2.0, 'can')]"
3da039c8,https://www.tastesoflizzyt.com/caramel-pecan-sticky-buns/,Caramel Pecan Sticky Buns,"['1/2tablespooninstant yeast', '1/2cupwarm milk', '1/4cupsugar', '1/4cupsalted butter(well softened, but not melted)', '1/2teaspoonsalt', '1largeegg', '2cupsall-purpose flour']","['In a medium-sized mixing bowl, combine the warm milk and yeast. Allow to it for about 5 minutes or until it starts to get foamy.', 'Whisk in the sugar, melted butter, salt, and egg.', 'Stir in the flour until the dough comes together and pulls away from the sides of the bowl. Knead the dough on a lightly floured surface for 5 minutes, or until it is smooth and elastic.', 'Place in a greased bowl, cover with a clean kitchen towel and let rise until double in size, about an hour.', 'Punch the dough down and knead a few times until smooth.', 'Make the pecan topping by combining the brown sugar, corn syrup, and butter in a small saucepan. Heat until the sugar is melted and the mixture starts to simmer. Allow the mixture to simmer for two minutes.', 'Take the sauce off the heat and stir in the heavy cream.', 'Place a piece of parchment paper in a 10"" skillet, round cake pan or baking dish. Spray with cooking spray. Pour the mixture into the skillet and sprinkle with the chopped pecans. Set aside.', ""Roll the dough into a 10-inch by 16-inch rectangle (if the dough pulls back too much and doesn't stay rolled out, let it rest for 10 minutes and try again)."", 'Spread the 4 tablespoons of butter on the rolled out dough. Sprinkle with the brown sugar and cinnamon.', 'Roll up tightly starting on the long edge.', 'Using a very sharp or serrated knife, cut the log into 8 rolls. Place them on top of the pecan filling in the 10-inch skillet and let them rise until puffed slightly (about 30 minutes).', 'Bake at 375º F for 25 minutes or until lightly golden brown. Check the rolls at 20 minutes. If they look like they are getting too browned, cover loosely with foil for the remaining baking time.', 'Remove them from the oven and let them sit for about 15 minutes. CAREFULLY flip the skillet over on a serving plate so that the buns are sticky side up (CARAMEL TOPPING IS SUPER HOT).', 'Serve warm. Store at room temperature in an airtight container.']","[('yeast', 0.5, 'tablespoon'), ('milk', 0.5, 'cup'), ('sugar', 0.25, 'cup'), ('butter', 0.25, 'cup'), ('salt', 0.5, 'teaspoon'), ('egg', 1.0, none), ('flour', 2.0, 'cups')]"
af41139c,https://pitchforkfoodie.com/spudnut-cinnamon-rolls/,Spudnut Cinnamon Rolls,"['▢ROLLS:', '▢1/2c.warm water', '▢2T.yeast', '▢1T.sugar', '▢1/2c.buttersoftened', '▢3/4c.sugar', '▢1t.salt', '▢2c.milkscalded', '▢1c.mashed potatoes', '▢2eggsbeaten', '▢5-6c.flour', '▢Softened butter', '▢Cinnamon', '▢Sugar', '▢GLAZE;', '▢3c.powdered sugar', '▢1/2c.warm evaporated milk', '▢1t.vanilla']","['ROLLS:', 'Mash potatoes or mix instant potatoes.', 'Dissolve yeast and 1 T. sugar in warm water. Let sit until bubbly.', 'Add butter, 3/4 c. sugar, salt, milk, and mashed potatoes to mixing bowl. Gently stir until combined. Add beaten eggs and stir again. Add yeast mixture to potato mixture and stir again.', 'Sift 5 cups of flour into potato mixture. Mix, adding flour one Tablespoon at a time until dough begins to pull away from the sides of the bowl.', 'Cover. Let dough rise until doubled. About and hour.', 'Set dough on a floured or oiled surface. Roll out about 1/4″-1/2″ thick. Generously spread with butter, about 1/2 cup. Generously sprinkle with cinnamon and sugar.', 'Roll up jelly roll style. Pinch seems together. Slice into rolls. I made 16 large rolls.', 'Set on two greased baking sheets. Cover. Let rolls rise until doubled, about 30 minutes.', 'Bake at 350 degrees for 15-20 minutes. Don’t over bake.', 'While rolls are warm spoon glaze over the tops of the rolls. Let rest for about 10 minutes and spoon more glaze over the rolls.', 'GLAZE:', 'While rolls are baking make glaze. Mix all ingredients together and whisk until smooth.']","('['water', 0.5, 'cup'], ['yeast', 2.0, 'tablespoon'], ['sugar', 1.0, 'tablespoon'], ['butter', 0.5, 'cup'], ['sugar', 0.75, 'cup'], ['salt', 1.0, 'teaspoon'], ['milk', 2.0, 'cup'], ['potatoes', 1.0, 'cup'], ['eggs', 2.0, none], ['flour', 5.0, 'cup'], ['butter', none, 'none'], ['cinnamon', none, 'none'], ['sugar', none, 'none'], ['sugar', 3.0, 'cup'], ['evaporated milk', 0.5, 'cup'], ['vanilla', 1.0, 'teaspoon']')"
005a38a0,https://inspiredbycharm.com/cinnamon-nut-quick-bread/,Cinnamon Nut Quick Bread,"['1 1/3cupssugardivided', '1/2cupchopped walnuts', '2teaspoonscinnamon', '2cupsall-purpose flour', '2teaspoonsbaking powder', '1/2teaspoonsalt', '1egg', '1cupmilk', '1/3cupvegetable oil', '1/2cupsour cream', '1teaspoonvanilla extract']","['Begin by preheating the oven to 350 degrees F. Then spray the inside of a 1 pound (8.5x8.4) loaf pan with baking spray. Set aside.', 'In a small bowl, whisk together 1/3 cup of sugar, chopped walnuts*, and the cinnamon. Set aside.', 'In a large bowl, whisk together the flour, the remaining 1 cup sugar, baking powder, and salt. In a medium bowl, whisk together the egg, milk, vegetable oil, sour cream, and vanilla extract.', 'Add the wet ingredients to the dry and mix until just combined. (The batter may be slightly lumpy. This is okay.)', 'Add half of the batter to your prepared pan. Sprinkle that batter with about half of the cinnamon, sugar, and nut mixture. Top that with the remaining batter and then top with the rest of the cinnamon, sugar, and nut mixture.', 'Use a butterknife to make one quick swirl through the batter to give your bread a marbled look.', 'Bake for 60 to 67 minutes or until a toothpick inserted near the center comes out clean.** Allow the bread to cool completely before slicing to serve.']","[('sugar', 1.0, 'cups'), ('walnuts', 0.5, 'cup'), ('cinnamon', 2.0, 'teaspoons'), ('all-purpose flour', 2.0, 'cups'), ('baking powder', 2.0, 'teaspoons'), ('salt', 0.5, 'teaspoons'), ('egg', 1.0, none), ('milk', 1.0, 'cup'), ('vegetable oil', 0.33, 'cup'), ('sour cream', 0.5, 'cups'), ('vanilla extract', 1.0, 'teaspoon')]"
9739a4c3,https://thecozycook.com/homemade-cinnamon-rolls/,Homemade Cinnamon Rolls,"['▢½cupmilk', '▢½cupsugar', '▢1tspsalt', '▢½cupmargarine or shortening', '▢½cupwarm water,105 degrees', '▢2packagesActive Dry Yeast', '▢2eggs,beaten', '▢4 1/2cupsall-purpose flour,plus ½ cup more as needed']","['Place the dough back onto a floured surface and roll into two individual 16 x 15 inch rectangles. (Each makes about 10 rolls)', 'Brush the top of the dough with melted butter.', 'In a medium bowl, combine the chopped nuts, sugar, cinnamon, and raisins. Sprinkle it evenly over the top of each rectangle to within ½ inch of the edge and pat it down gently.', 'Locate the 16 inch side closest to you and tightly roll the dough up to form a cylinder. Repeat for the other rectangle. Seal the edges and cut 1 ½ inch slices, placing them onto a greased baking sheet as you do so.', 'Cover and let the rolls rise until doubled, about 30 minutes.', 'Preheat the oven to 425 degrees.', 'Bake the rolls for approximately 10 minutes, until they are a nice golden brown. Keep a close eye on them as the oven is hot.', 'Combine the ingredients for the icing and spread it over the warm rolls. Sprinkle with additional chopped nuts if desired. Serve immediately for super fresh results!']","[('milk', 0.5, 'cup'), ('sugar', 0.5, 'cup'), ('salt', 1.0, 'tsp'), ('margarine', 0.5, 'cup'), ('water', 0.5, 'cup'), ('yeast', 2.0, 'packages'), ('eggs', 2.0, none), ('flour', 4.5, 'cups')]"
977ec3e3,https://www.marystestkitchen.com/vegan-pumpkin-cinnamon-rolls/,Vegan Pumpkin Cinnamon Rolls,"['3+ cups white flour or 2 1/4+ cups of whole wheat flour', '1 cup warm plant-based milk (237ml)', '2 tablespoons sugar, any kind', '2 1/4 teaspoon yeast, instant or traditional', '1 cup cooked pumpkin puree (237ml)']","['Stir warm plant-based milk with 2 tablespoons sugar and yeast together until dissolved. If using traditional yeast, let this sit for 5 to 10 minutes to proof.', 'Add the pumpkin puree and mix until no lumps of pumpkin remain. Add one cup of flour and stir until fully incorporated. Repeat with a second cup. Then add just enough flour for the dough to become workable.', 'Knead the dough for a few minutes, adding flour if necessary. The dough should be soft and slightly sticky.', 'Place the dough ball in a bowl and cover. Let it rise in a warm place for 45 minutes to an hour, or until doubled in size.', 'In the meantime, mix the filling ingredients together in a separate bowl.', 'After the dough has doubled in size, dust it with flour, punch down the dough and gather it into a ball. Knead the dough lightly into a rectangle shape.', 'Using a rolling pin or similar device, roll the dough out to about a half inch thickness (1.25cm). The dough should be about 18-20 inches along the length of the rectangle.', 'Spread the filling mixture all over the top of the dough, leaving a 1 inch bare strip along the length farthest from you. Starting a the length closest to you, fold over edge and roll up the dough into a log. Let the roll rest on the seam as you prepare your baking pans. Line you baking pan(s) with parchment paper.', 'Combine the brown sugar, vegan butter, and brown rice syrup in a heat proof container. Heat until the vegan butter is melted. This takes about 20 seconds in a microwave. Stir until the sugar is dissolved. Pour the mixture into the prepared pans.', 'Cut the dough across the length, into 1.5"" inch sections (just under 4cm). Place the pieces, with a cut side down, onto the baking pan. Leave about 1 to 2 inches of space between each roll. Cover the buns with a damp towel and let rise for about 45 minutes or until doubled in size.', 'Bake in a preheated 400F (204C) oven for 18 - 20 minutes. The tops will be lightly browned and bottoms will be caramelized. Serve after letting cool for a few minutes. Enjoy!']","[('flour', 3.0, 'cups'), ('flour', 2.25, 'cups'), ('milk', 1.0, 'cup'), ('sugar', 2.0, 'tablespoons'), ('yeast', 2.25, 'teaspoon'), ('pumpkin puree', 1.0, 'cup')]"
a7c8f56f,https://www.marystestkitchen.com/vegan-cinnamon-rolls-cream-cheese-icing/,Vegan Cinnamon Rolls with Cream Cheese Icing,"['3 cups all-purpose flour, sifted', '1 cup warm soy milk (or your favourite plant-based milk)', '2 1/4 teaspoons yeast (instant or traditional)', '3 tablespoons melted vegan butter (such as Earth Balance)', '3 tablespoons sugar (white or brown)', '1/4 teaspoon salt']","['In a large mixing bowl, combine the warm soy (or other) milk, yeast and sugar. Whisk well and set aside for 5 minutes for the yeast to bloom.', 'Add 3 tablespoons of melted Earth Balance (or other type of vegan butter) and salt and stir well.', 'Add one cup of flour and stir until fully incorporated. Repeat with a second cup of flour.', 'Add one half cup of flour and work it into a dough.', ""Knead the dough until it's smooth, adding flour to keep it from sticking."", 'Cover the dough with a large bowl or damp towel and let sit for 45 minutes or until doubled in size.', 'Flatten the dough, knocking the air out of it.', 'Use a rolling pin to shape it into a rectangle about 18"" long or 46cm. It should be just less than half inch thick or 1 cm.', 'Using 2 tablespoons of room temperature vegan butter, cover the top of the dough but leave a 2"" (5cm) strip along one of the long sides of the dough.', 'Sprinkle the brown sugar over the vegan butter evenly and press it into the dough.', 'Sprinkle the cinnamon over the sugar.']","[('flour', 3.0, 'cups'), ('soy milk', 1.0, 'cup'), ('yeast', 2.25, 'teaspoons'), ('vegan butter', 3.0, 'tablespoons'), ('sugar', 3.0, 'tablespoons'), ('salt', 0.25, 'teaspoon')]"
947b0144,https://creative-culinary.com/date-walnut-and-bourbon-cinnamon-rolls-with-cream-cheese-frosting/,"Date, Walnut and Bourbon Cinnamon Rolls with Cream Cheese Icing","['¼ouncedry yeast', '¼Cup+ 1/2 teaspoon sugar', '¼cupwater', '½cupMilkroom temp', '2tablespoonsbrown sugar', '1egg', '1egg yolk', '½teaspoonvanilla', '1teaspoonsalt', '8tablespoonsunsalted buttersoft', '3cupsall-purpose flour']","['Put yeast, 1/2 teaspoon sugar, and water into your mixing bowl. Let sit for ten minutes until the yeast is dissolved and it looks foamy.', 'Stir in milk, brown sugar, sugar, eggs, vanilla, and salt until combined.', 'Add flour one cup at a time to the mixing bowl.', 'Mix with a dough hook for 4-5 minutes until the dough is soft and thoroughly combined.', ""Add the softened butter and let the dough hook beat it into the dough; this will be a very pliable and somewhat sticky dough so don't add a bunch of flour thinking it should be thicker."", 'Beat with the dough hook for another 4-5 minutes.', ""Flour your counter lightly; turn the dough out and make sure it's lightly covered on all sides with flour."", 'Place dough in a clean bowl, cover and let rise for two hours until it doubles in size (I put mine into a warmed oven; it only took 90 minutes. And by warmed I mean 90-95 degrees approximately).']","[('dry yeast', 0.25, 'ounce'),  ('sugar', 0.5, 'cup'),  ('water', 0.25, 'cup'),  ('milk', 0.5, 'cup'),  ('brown sugar', 2.0, 'tablespoon'),  ('egg', 1.0, none),  ('egg yolk', 1.0, none),  ('vanilla', 0.5, 'teaspoon'),  ('salt', 1.0, 'teaspoon'),  ('unsalted butter', 8.0, 'tablespoon'),  ('all-purpose flour', 3.0, 'cup')]"
7b2a5f43,https://www.wholly-plants.com/cinnamon-roll-pecan-butter/,Cinnamon Roll Pecan Nut Butter,"['3cupspecans, raw, unsalted', '1tspground cinnamon', '1/4tspsalt', '1Tvanilla extract', '2Tpure maple syrupoptional']","['Preheat oven to 350 degrees F.', 'Spread pecans evenly on a large baking sheet and roast for 10 minutes.', 'Add roasted pecans, cinnamon, salt and vanilla extract to a food processor.', 'Process for 2 minutes, or until smooth. At first you may need to stop to scrape down sides.', 'Remove blade from food processor (or transfer pecan butter to a mixing bowl) and stir in maple syrup, if desired.', 'Transfer to a jar with a lid. Can be served immediately. Store refrigerated.']","[('pecans', 3.0, 'cups'), ('cinnamon', 1.0, 'tsp'), ('salt', 0.25, 'tsp'), ('vanilla extract', 1.0, none), ('maple syrup', 2.0, 't')]"
bfa6cac6,https://allergylicious.com/cranberry-cinnamon-rolls-vegan-gluten-free/,Vegan Cranberry Cinnamon Rolls : How to Make,"['1 cup dairy-free egg milk (we used Good Karma Holiday Nog)*', '1/2 cupsugar+ 1 tablespoon (keep separated)', '1/2 teaspoon salt', '8 tablespoons vegan butter (Earth Balance Soy Free)', '1 tablespoon vanilla extract', '1/4 cup warm water (110°)', '1 envelope of dry active yeast', ""4 cups GF flour plus a little extra for dusting (Bob's 1-1 Gluten-free or AP flour also works)**""]","['Turn oven on to 200° and when it reaches that temperature, turn it off.', 'In a small saucepan, heat eggnog, 1/2 cup sugar, salt and butter over low heat until just melted.\xa0 Remove from heat and add vanilla.\xa0 Let cool to touch (110°).', ""While butter is cooling, place the warm water, remaining tablespoon of sugar and yeast in a glass measuring cup. Stir for a second then set aside and allow to proof (about 10 minutes).\xa0 Yeast will get foamy and double in size.\xa0 **If it doesn't double then start this step over again since the yeast is dead or the water was at the wrong temperature.\xa0 You need this step to work or else your dough will not."", ""In a stand mixer with the paddle or whisk, combine butter mixture and yeast mixture and mix together for a minute then reduce to low and add 2 1/2 cups of flour.\xa0 Mix for another minute then add another 2 cups of flour and let run for another minute.\xa0 Remove sticky dough from mixer and place it on a lightly floured surface (I like to use a silpat for easier clean-up).\xa0 Knead with your hands for approximately 2 minutes, adding a tiny bit of flour just so it doesn't stick to you."", 'Place dough in a large, oiled bowl and spin it around so the entire ball gets oiled.\xa0 Cover with a dry kitchen towel and place in the oven that you already warmed up (make sure its turned off).\xa0 Let dough rest 1 hour, or until it doubles in size.']","[('dairy-free egg milk', 1.0, 'cup'), ('sugar', 0.5, 'cup'), ('vegan butter', 8.0, 'tablespoons'), ('vanilla extract', 1.0, 'tablespoon'), ('warm water', 0.25, 'cup'), ('dry active yeast', 1.0, 'envelope'), ('gf flour', 4.0, 'cups')]"
01f57ef2,https://cravingsjournal.com/fluffy-banana-cinnamon-rolls-with-walnuts-recipe-2/,Fluffy Banana Cinnamon Rolls with Walnuts Recipe,"['550gall-purpose flour', '1½tspsalt', '2¼tspinstant dry yeast / active dry yeast', '120gsugar', '140mllukewarm milk', '60gunsalted butter', '1eggat room temperature', '½tspvanilla extract or essence', '100gbanana purée / mashed banana']","['Mix the lukewarm milk, egg, banana, vanilla extract and melted butter.', 'Mix all the dry ingredients in a separate bowl, make a hole in the centre and add all the wet ingredients in the centre.', 'Mix everything until you have a uniform dough. It’s really sticky so don’t worry, that’s just the way this dough is 🙂. That makes them gooey at the end instead of bready and hard.', 'Let the dough proof for 1 hour covered in cling film. If it’s too cold, place it in the oven with the light on and heat off.']","('[flour', 550.0, 'g'), ('salt', 1.0, 'tsp'), ('yeast', 2.0, 'tsp'), ('sugar', 120.0, 'g'), ('milk', 140.0, 'ml'), ('butter', 60.0, 'g'), ('egg', 1.0, none), ('vanilla extract', 0.5, 'tsp'), ('banana purée', 100.0, 'g')"
31adcad1,https://www.melskitchencafe.com/yukon-gold-cinnamon-rolls/,Yukon Gold Cinnamon Rolls with Perfect Icing {Step-by-Step Tutorial},"['1poundYukon Gold potatoes,about 3-4 medium potatoes, peeled and cut into 1-inch cubes', '2cupswater', '1tablespooncoarse,kosher salt', '½cup(113g)salted butter', '3large eggs', '5 ½ to 7cupsall-purpose flour,divided, meaning you’ll use 1 cup first and the rest later (see note for UPDATE)', '½cupwarm water', '¼cup(53g)sugar', '1 ½tablespoonsinstant or active dry yeast']","['In a medium saucepan, combine the potatoes, water, and salt. Bring to a boil and simmer, uncovered, over medium heat until the potatoes are very tender, 15-16 minutes. Do not drain. There should be about 2 1/4 cups of water/potato mixture after boiling (UPDATE: If you have more than this, drain off a little water or mash the mixture together and measure out 2 1/4 cups).', 'Off the heat, mash the potatoes with the water until coarsely mashed. Add the butter and mash until the butter is melted and the potatoes are fairly evenly mashed and smooth.', 'Whisk in 1 cup of the flour\xa0and the eggs until smooth (a few lumps are ok, as long as they are small). Set aside and cool until room temperature (a slight warmth is ok, but room temp is best otherwise the mixture will absorb more flour).', 'In the bowl of a stand mixer fitted with the dough hook, combine the 1/2 cup warm water, sugar, and yeast. Let the mixture stand until foamy (only needed if you are using active dry yeast, no need to proof if using instant yeast).', 'Add the potato mixture and start gradually adding flour while mixing until the dough clears the bottom and sides of the bowl. It will be very soft and elastic. Knead for 3-4 minutes (it’s ok if you have to continue adding a bit more flour if the dough starts sticking to the sides and bottom while kneading). Don’t worry so much about the exact amount of flour as you do about the texture of the dough.', 'Place the dough in a greased bowl, cover with greased plastic wrap, and let rise until doubled, 1-2 hours.', 'On a lightly floured or greased countertop, roll or pat the soft dough into a 20X12-inch rectangle (doesn’t have to be exact).', 'Spread the softened butter evenly on the dough.', 'Combine the filling ingredients in a bowl until evenly mixed. Sprinkle the mixture evenly over the butter and pat lightly.', 'Roll up the dough, starting with one long edge, and pinch the seam to seal (I often don’t do this because I tuck the loose end under the roll on the pan).', 'Using unflavored dentil floss, thread, or a serrated knife, slice the roll into 1-inch or slightly larger sections.', 'Place the rolls on a parchment-lined baking sheet, about 1- to 2-inches apart, tucking the loose end under the roll, if desired. Cover with greased plastic wrap and let rise until puffy and almost doubled, an hour or so.', 'Preheat the oven to 350 degrees F.', 'Bake the rolls for 18-20 minutes until no longer doughy in the middle (but take care not to overbake!).\xa0Remove the rolls from the oven and let cool until warm.', 'While they cool, prepare the icing by adding the cream cheese and butter to a medium bowl. Whip with a handheld (or stand) mixer until creamy. Add the salt, milk or cream, and vanilla. Mix again. Add the powdered sugar and whip until light and creamy.', 'Spread the slightly warm rolls evenly with the icing. Serve immediately or let cool completely and serve at room temperature (or warm lightly before serving).']","[('potatoes', 1.0, 'pound'), ('water', 2.0, 'cups'), ('salt', 1.0, 'tablespoon'), ('butter', 0.5, 'cup'), ('eggs', 3.0), ('flour', 7.0, 'cups'), ('warm water', 0.5, 'cup'), ('sugar', 0.25, 'cup'), ('yeast', 1.5, 'tablespoon')]"
